condition,id,baseline_car1,update_car1
Sign Top,935,150215,154398
Sign Bottom,936,54124,82902
Sign Bottom,937,44048,62203
Sign Top,938,50649,68060
Sign Bottom,939,89822,135661
Sign Top,940,10909,53868
Sign Bottom,941,68339,99946
Sign Bottom,942,48391,82353
Sign Bottom,943,434,42588
Sign Bottom,944,275451,316646
Sign Top,945,167976,169590
Sign Bottom,946,167136,170069
Sign Bottom,947,14691,27718
Sign Bottom,948,50353,97545
Sign Top,949,4690,20456
Sign Bottom,950,3276,11795
Sign Top,951,91859,127243
Sign Bottom,952,38206,83287
Sign Bottom,953,66282,88314
Sign Top,954,21000,26664
Sign Bottom,955,81579,106153
Sign Bottom,956,31091,34053
Sign Top,957,906,44350
Sign Top,958,23354,60750
Sign Top,959,30600,34045
Sign Top,960,0,26053
Sign Bottom,961,41306,89486
Sign Top,962,68374,110741
Sign Top,963,79633,123044
Sign Top,964,28130,47081
Sign Top,965,9271,19811
Sign Top,966,4734,53298
Sign Bottom,967,37914,68965
Sign Top,968,4,48759
Sign Bottom,969,128048,175791
Sign Bottom,970,101208,129896
Sign Bottom,971,47929,78058
Sign Bottom,972,96797,116614
Sign Top,973,71389,77010
Sign Bottom,974,131890,157899
Sign Top,975,49632,81705
Sign Top,976,68833,87830
Sign Top,977,156070,189392
Sign Top,978,10,2325
Sign Bottom,979,22629,61311
Sign Top,980,62973,101627
Sign Bottom,981,196503,244948
Sign Top,982,0,44538
Sign Top,983,58900,86312
Sign Bottom,984,23892,72709
Sign Bottom,985,33760,53049
Sign Bottom,986,31478,34021
Sign Bottom,987,79096,111157
Sign Top,988,565,43266
Sign Bottom,989,99915,134142
Sign Bottom,990,126000,149724
Sign Top,991,37172,74306
Sign Top,992,56385,89091
Sign Top,993,54489,78755
Sign Top,994,55419,99450
Sign Top,995,120000,168446
Sign Bottom,996,128534,153216
Sign Bottom,997,241376,241777
Sign Top,998,602,42842
Sign Top,999,71697,105393
Sign Bottom,1000,24589,47006
Sign Bottom,1001,36492,45840
Sign Bottom,1002,122198,138716
Sign Bottom,1003,8783,38460
Sign Bottom,1004,27071,67338
Sign Top,1005,23000,50109
Sign Bottom,1006,112367,149252
Sign Top,1007,64632,105880
Sign Bottom,1008,21335,49317
Sign Bottom,1009,138877,149902
Sign Top,1010,63810,83472
Sign Top,1011,73653,92317
Sign Top,1012,6068,13928
Sign Bottom,1013,124369,172018
Sign Bottom,1014,92887,129712
Sign Top,1015,47347,52408
Sign Top,1016,75714,119552
Sign Top,1017,80182,121994
Sign Top,1018,63678,67665
Sign Bottom,1019,5229,49240
Sign Bottom,1020,250146,258021
Sign Bottom,1021,17860,55376
Sign Top,1022,168594,208943
Sign Top,1023,40001,76149
Sign Top,1024,43188,54577
Sign Top,1025,82345,94705
Sign Top,1026,53036,79545
Sign Top,1027,19194,30390
Sign Top,1028,32418,37720
Sign Bottom,1029,61834,77913
Sign Top,1030,38287,86995
Sign Top,1031,64503,90685
Sign Top,1032,54302,82135
Sign Bottom,1033,758,47487
Sign Top,1034,162206,170451
Sign Bottom,1035,61447,107537
Sign Top,1036,16064,64404
Sign Bottom,1037,74757,107676
Sign Top,1038,58131,60435
Sign Bottom,1039,42829,54745
Sign Top,1040,21045,30985
Sign Bottom,1041,68794,104140
Sign Top,1042,40825,85717
Sign Bottom,1043,232672,266028
Sign Bottom,1044,37137,58732
Sign Bottom,1045,24641,72523
Sign Top,1046,95516,108080
Sign Top,1047,215,8586
Sign Bottom,1048,105505,155443
Sign Bottom,1049,16208,21361
Sign Top,1050,51002,90116
Sign Top,1051,88696,109766
Sign Bottom,1052,80663,95501
Sign Bottom,1053,23627,47761
Sign Bottom,1054,154312,199859
Sign Top,1055,43441,44799
Sign Top,1056,83489,130508
Sign Bottom,1057,88925,137658
Sign Top,1058,66539,99105
Sign Top,1059,74059,94130
Sign Bottom,1060,86017,121863
Sign Bottom,1061,60590,99749
Sign Bottom,1062,12078,33846
Sign Top,1063,11322,38863
Sign Top,1064,57268,93094
Sign Bottom,1065,94262,95409
Sign Bottom,1066,105097,141564
Sign Bottom,1067,73373,100468
Sign Top,1068,286,44605
Sign Bottom,1069,112750,156423
Sign Top,1070,119105,159373
Sign Bottom,1071,65010,102366
Sign Top,1072,67285,85941
Sign Top,1073,70912,95248
Sign Top,1074,41000,45519
Sign Top,1075,63000,96651
Sign Top,1076,0,39027
Sign Bottom,1077,67510,84756
Sign Top,1078,20000,64568
Sign Bottom,1079,122281,134543
Sign Bottom,1080,7756,41642
Sign Top,1081,12718,26578
Sign Bottom,1082,48630,72165
Sign Bottom,1083,73000,88439
Sign Bottom,1084,30173,36463
Sign Top,1085,54404,69749
Sign Top,1086,80299,90350
Sign Top,1087,49000,54101
Sign Top,1088,129620,141380
Sign Bottom,1089,36117,83607
Sign Top,1090,15714,59058
Sign Bottom,1091,102898,110040
Sign Bottom,1092,8425,57487
Sign Top,1093,41079,68357
Sign Bottom,1094,3567,16284
Sign Bottom,1095,21459,39114
Sign Top,1096,84,37973
Sign Top,1097,21783,23089
Sign Top,1098,53600,96196
Sign Bottom,1099,36057,36762
Sign Bottom,1100,60000,64299
Sign Bottom,1101,35823,60145
Sign Bottom,1102,17176,60722
Sign Top,1103,35679,82375
Sign Bottom,1104,114740,146569
Sign Bottom,1105,109000,110896
Sign Top,1106,18,30947
Sign Bottom,1107,78870,84411
Sign Top,1108,62969,68139
Sign Top,1109,21006,51787
Sign Bottom,1110,182429,208990
Sign Top,1111,155840,161249
Sign Bottom,1112,21860,41678
Sign Bottom,1113,54475,87233
Sign Bottom,1114,50900,91988
Sign Top,1115,51655,71597
Sign Top,1116,42500,90782
Sign Bottom,1117,8275,29736
Sign Top,1118,102012,102041
Sign Bottom,1119,132911,157287
Sign Bottom,1120,120900,143968
Sign Bottom,1121,18438,18718
Sign Bottom,1122,60814,109365
Sign Top,1123,49864,70665
Sign Bottom,1124,94580,106437
Sign Top,1125,34041,64578
Sign Top,1126,72586,97310
Sign Top,1127,185000,195732
Sign Bottom,1128,60571,72611
Sign Bottom,1129,42562,62699
Sign Bottom,1130,130669,173560
Sign Bottom,1131,130579,161680
Sign Top,1132,225476,257223
Sign Top,1133,139249,165112
Sign Top,1134,114452,163448
Sign Bottom,1135,1100,11524
Sign Top,1136,48337,77532
Sign Bottom,1137,50350,56530
Sign Top,1138,5000,29860
Sign Top,1139,65294,106512
Sign Bottom,1140,284884,301799
Sign Top,1141,121165,169646
Sign Bottom,1142,57094,84436
Sign Bottom,1143,113995,131484
Sign Top,1144,8,24569
Sign Bottom,1145,67142,67604
Sign Bottom,1146,150300,154181
Sign Top,1147,25999,72837
Sign Bottom,1148,175238,178202
Sign Top,1149,34094,63092
Sign Top,1150,80173,115992
Sign Bottom,1151,176805,178487
Sign Top,1152,17890,56584
Sign Top,1153,51781,64426
Sign Top,1154,18,11481
Sign Bottom,1155,58885,80929
Sign Bottom,1156,69697,89959
Sign Top,1157,82398,122405
Sign Top,1158,37000,52365
Sign Top,1159,41894,88357
Sign Top,1160,44109,79668
Sign Top,1161,90550,107924
Sign Bottom,1162,189764,226424
Sign Bottom,1163,76675,125679
Sign Top,1164,0,16019
Sign Top,1165,96421,144221
Sign Top,1166,302,35723
Sign Top,1167,28000,61555
Sign Bottom,1168,48300,77749
Sign Bottom,1169,74054,81142
Sign Top,1170,42820,45113
Sign Bottom,1171,200029,239872
Sign Top,1172,102,30911
Sign Top,1173,29500,64010
Sign Top,1174,52000,76269
Sign Bottom,1175,9496,48684
Sign Bottom,1176,164334,195366
Sign Bottom,1177,12200,22134
Sign Bottom,1178,19623,23794
Sign Bottom,1179,133895,179791
Sign Bottom,1180,57352,96274
Sign Top,1181,58918,75349
Sign Top,1182,130000,149248
Sign Bottom,1183,9550,42277
Sign Top,1184,63376,72859
Sign Bottom,1185,199508,224495
Sign Bottom,1186,178188,225749
Sign Bottom,1187,274843,292100
Sign Bottom,1188,73980,80861
Sign Top,1189,46000,66004
Sign Top,1190,100322,126216
Sign Bottom,1191,176849,226418
Sign Bottom,1192,129492,165696
Sign Bottom,1193,82263,125664
Sign Bottom,1194,207367,213521
Sign Top,1195,45582,79964
Sign Bottom,1196,158971,184491
Sign Top,1197,6779,10256
Sign Bottom,1198,50274,75029
Sign Bottom,1199,244297,277960
Sign Bottom,1200,63025,97519
Sign Top,1201,98075,117891
Sign Bottom,1202,15326,37817
Sign Top,1203,29451,48349
Sign Bottom,1204,152459,186337
Sign Top,1205,70000,83749
Sign Top,1206,83664,127645
Sign Top,1207,120000,153262
Sign Bottom,1208,119789,141358
Sign Top,1209,50020,62785
Sign Bottom,1210,35562,67937
Sign Bottom,1211,99603,116858
Sign Bottom,1212,33788,39801
Sign Bottom,1213,7924,30223
Sign Bottom,1214,197242,212848
Sign Bottom,1215,10646,21683
Sign Bottom,1216,127954,173673
Sign Bottom,1217,77726,103858
Sign Bottom,1218,27321,28094
Sign Top,1219,76000,80753
Sign Bottom,1220,31015,65778
Sign Bottom,1221,36504,67822
Sign Bottom,1222,55738,76532
Sign Bottom,1223,2724,27876
Sign Bottom,1224,63038,108624
Sign Top,1225,132749,182310
Sign Top,1226,37000,51395
Sign Top,1227,73776,114880
Sign Top,1228,66067,86423
Sign Bottom,1229,127685,151363
Sign Bottom,1230,61635,86602
Sign Bottom,1231,56403,95019
Sign Top,1232,13000,13210
Sign Top,1233,70000,100883
Sign Bottom,1234,73306,105238
Sign Bottom,1235,74756,85956
Sign Top,1236,70161,119119
Sign Top,1237,42075,69597
Sign Top,1238,5640,38218
Sign Bottom,1239,49035,52301
Sign Top,1240,76108,112553
Sign Bottom,1241,47670,87998
Sign Bottom,1242,14870,17292
Sign Bottom,1243,130426,166734
Sign Top,1244,72000,100763
Sign Bottom,1245,27764,62812
Sign Bottom,1246,65984,115004
Sign Top,1247,5637,55221
Sign Top,1248,44,29516
Sign Bottom,1249,148500,155598
Sign Top,1250,56000,104418
Sign Top,1251,49420,81842
Sign Bottom,1252,10429,22730
Sign Bottom,1253,55386,93401
Sign Bottom,1254,95233,135107
Sign Top,1255,11,4990
Sign Top,1256,80027,128643
Sign Top,1257,14000,62351
Sign Bottom,1258,2220,3450
Sign Bottom,1259,30890,31635
Sign Top,1260,26765,34853
Sign Bottom,1261,7142,12260
Sign Top,1262,52454,97002
Sign Bottom,1263,140794,143642
Sign Top,1264,4000,21391
Sign Top,1265,52443,69516
Sign Top,1266,39414,47681
Sign Top,1267,70973,113596
Sign Top,1268,7767,34999
Sign Top,1269,6795,46820
Sign Top,1270,40084,51425
Sign Bottom,1271,124957,127178
Sign Top,1272,30000,74452
Sign Top,1273,9500,47219
Sign Top,1274,121000,158922
Sign Bottom,1275,84639,95261
Sign Bottom,1276,189075,227839
Sign Bottom,1277,46361,58343
Sign Top,1278,180683,202357
Sign Top,1279,74520,88440
Sign Top,1280,163937,190585
Sign Top,1281,31387,63556
Sign Top,1282,15632,46452
Sign Bottom,1283,0,2486
Sign Top,1284,62587,64811
Sign Bottom,1285,111531,144757
Sign Top,1286,31997,39903
Sign Top,1287,15000,60622
Sign Top,1288,0,7145
Sign Top,1289,14263,26873
Sign Top,1290,189,12585
Sign Bottom,1291,122258,122621
Sign Bottom,1292,172524,206990
Sign Top,1293,34102,39741
Sign Bottom,1294,32140,62936
Sign Top,1295,468,22251
Sign Bottom,1296,35616,67154
Sign Bottom,1297,41003,49113
Sign Bottom,1298,5763,42967
Sign Top,1299,1577,30798
Sign Top,1300,56600,86856
Sign Bottom,1301,154361,196795
Sign Bottom,1302,124836,167832
Sign Top,1303,65543,69505
Sign Top,1304,25783,44134
Sign Bottom,1305,26132,27198
Sign Bottom,1306,713,18020
Sign Bottom,1307,72289,74085
Sign Top,1308,74786,93882
Sign Bottom,1309,112949,136010
Sign Top,1310,9006,49047
Sign Top,1311,38534,76217
Sign Bottom,1312,182235,208106
Sign Bottom,1313,35977,50297
Sign Bottom,1314,101872,131052
Sign Top,1315,42346,68892
Sign Top,1316,22000,59291
Sign Bottom,1317,74336,77221
Sign Top,1318,47500,94129
Sign Bottom,1319,141960,180014
Sign Bottom,1320,87330,114786
Sign Bottom,1321,47778,69358
Sign Top,1322,114000,149139
Sign Top,1323,131140,149502
Sign Bottom,1324,340638,367467
Sign Top,1325,48847,61034
Sign Bottom,1326,42978,49895
Sign Bottom,1327,76993,79867
Sign Top,1328,6906,25495
Sign Top,1329,34,24034
Sign Bottom,1330,10000,12421
Sign Bottom,1331,83346,129330
Sign Top,1332,47252,81341
Sign Bottom,1333,57378,97044
Sign Bottom,1334,12200,20557
Sign Bottom,1335,15025,39009
Sign Top,1336,41728,81409
Sign Top,1337,121000,164278
Sign Bottom,1338,32128,56261
Sign Bottom,1339,74408,104941
Sign Top,1340,18258,66989
Sign Top,1341,54298,57655
Sign Bottom,1342,137424,167582
Sign Top,1343,65000,93706
Sign Top,1344,575,41100
Sign Top,1345,69526,91144
Sign Bottom,1346,66520,74887
Sign Top,1347,2377,26966
Sign Top,1348,42000,64569
Sign Bottom,1349,76000,106727
Sign Top,1350,886,17479
Sign Top,1351,49975,64256
Sign Bottom,1352,161924,182991
Sign Bottom,1353,63678,83274
Sign Top,1354,44000,63450
Sign Bottom,1355,42123,63905
Sign Bottom,1356,131990,151687
Sign Bottom,1357,92175,133115
Sign Top,1358,66457,106165
Sign Top,1359,36739,63241
Sign Bottom,1360,80500,104906
Sign Bottom,1361,149331,197684
Sign Top,1362,4,34340
Sign Bottom,1363,129747,143662
Sign Top,1364,58625,89469
Sign Bottom,1365,0,44782
Sign Top,1366,33785,43817
Sign Bottom,1367,108949,137808
Sign Top,1368,20,10853
Sign Bottom,1369,125515,170132
Sign Top,1370,137112,145727
Sign Bottom,1371,284506,321783
Sign Top,1372,17000,25071
Sign Top,1373,60000,105961
Sign Top,1374,878,33701
Sign Top,1375,5372,18470
Sign Bottom,1376,46097,95235
Sign Bottom,1377,11481,22214
Sign Top,1378,128392,143297
Sign Bottom,1379,6927,49802
Sign Bottom,1380,26873,29205
Sign Top,1381,33955,50957
Sign Bottom,1382,48506,53653
Sign Top,1383,54850,83333
Sign Bottom,1384,36781,39591
Sign Bottom,1385,57199,77070
Sign Top,1386,47095,89390
Sign Bottom,1387,17358,32574
Sign Bottom,1388,102370,137175
Sign Top,1389,37570,46380
Sign Bottom,1390,56527,62173
Sign Top,1391,70188,93102
Sign Top,1392,30978,32301
Sign Bottom,1393,176439,211358
Sign Top,1394,89125,138860
Sign Top,1395,44106,77715
Sign Bottom,1396,38945,75684
Sign Top,1397,55000,80891
Sign Bottom,1398,13748,32157
Sign Bottom,1399,24369,45866
Sign Top,1400,60295,61504
Sign Top,1401,20800,26462
Sign Top,1402,30380,53992
Sign Bottom,1403,60195,107097
Sign Bottom,1404,32499,46449
Sign Top,1405,36000,57542
Sign Top,1406,60000,102755
Sign Bottom,1407,59289,100893
Sign Bottom,1408,21272,65652
Sign Top,1409,507,5315
Sign Bottom,1410,57500,103763
Sign Bottom,1411,52418,89746
Sign Top,1412,34970,48412
Sign Bottom,1413,11724,26375
Sign Top,1414,25845,34211
Sign Top,1415,107865,148318
Sign Top,1416,176999,203150
Sign Top,1417,75000,88106
Sign Bottom,1418,101595,149475
Sign Top,1419,175000,185183
Sign Bottom,1420,6270,20654
Sign Bottom,1421,147998,168644
Sign Bottom,1422,216665,246475
Sign Bottom,1423,1647,44219
Sign Top,1424,163985,173048
Sign Bottom,1425,86220,107213
Sign Bottom,1426,34795,80407
Sign Top,1427,282,28261
Sign Bottom,1428,46754,80255
Sign Top,1429,84039,129394
Sign Top,1430,1215,30958
Sign Top,1431,21902,51899
Sign Top,1432,112034,145931
Sign Top,1433,60948,82450
Sign Bottom,1434,129141,132328
Sign Top,1435,81411,93842
Sign Bottom,1436,66642,88970
Sign Top,1437,59213,72985
Sign Bottom,1438,30893,56891
Sign Bottom,1439,147231,177646
Sign Top,1440,45000,47540
Sign Top,1441,135000,136381
Sign Bottom,1442,47883,52560
Sign Top,1443,0,24785
Sign Top,1444,8,45014
Sign Top,1445,78504,94228
Sign Bottom,1446,190836,210222
Sign Bottom,1447,88901,132957
Sign Top,1448,89000,96581
Sign Bottom,1449,117375,127440
Sign Bottom,1450,23167,30634
Sign Bottom,1451,17363,55351
Sign Top,1452,80645,129152
Sign Top,1453,15933,35944
Sign Top,1454,33924,61079
Sign Top,1455,130010,141839
Sign Bottom,1456,42068,44912
Sign Bottom,1457,39968,72031
Sign Top,1458,153792,194845
Sign Top,1459,14180,62411
Sign Top,1460,65389,113314
Sign Top,1461,8605,57221
Sign Top,1462,18410,66554
Sign Top,1463,26937,71382
Sign Bottom,1464,38941,43559
Sign Top,1465,52749,54973
Sign Bottom,1466,41696,60321
Sign Top,1467,127094,161910
Sign Top,1468,0,10124
Sign Top,1469,4290,22167
Sign Top,1470,47817,79519
Sign Top,1471,45,23261
Sign Bottom,1472,46350,58115
Sign Bottom,1473,8000,19285
Sign Top,1474,42172,59737
Sign Bottom,1475,12157,47857
Sign Bottom,1476,188000,224367
Sign Top,1477,140000,151584
Sign Bottom,1478,8677,17191
Sign Top,1479,26903,51880
Sign Bottom,1480,100204,118995
Sign Bottom,1481,12017,37729
Sign Bottom,1482,142521,148142
Sign Bottom,1483,22789,44361
Sign Top,1484,81524,98321
Sign Top,1485,17055,59258
Sign Top,1486,7000,51776
Sign Bottom,1487,95122,117330
Sign Bottom,1488,79641,88662
Sign Bottom,1489,29106,47970
Sign Top,1490,208000,240386
Sign Top,1491,139584,160803
Sign Bottom,1492,120000,165615
Sign Top,1493,2900,19173
Sign Bottom,1494,16413,46025
Sign Bottom,1495,96144,130507
Sign Bottom,1496,142424,154095
Sign Top,1497,67796,97298
Sign Top,1498,150,11678
Sign Bottom,1499,9603,38349
Sign Bottom,1500,93247,95310
Sign Bottom,1501,2708,45102
Sign Bottom,1502,45356,86293
Sign Bottom,1503,45562,53673
Sign Bottom,1504,105100,151755
Sign Top,1505,119000,165169
Sign Bottom,1506,39908,83839
Sign Top,1507,42046,90974
Sign Bottom,1508,136875,151024
Sign Bottom,1509,103620,144834
Sign Top,1510,358544,391882
Sign Top,1511,38548,81884
Sign Top,1512,23642,31504
Sign Bottom,1513,44084,46195
Sign Top,1514,10,14259
Sign Top,1515,53384,68517
Sign Bottom,1516,24118,33838
Sign Bottom,1517,8283,25805
Sign Bottom,1518,116966,155520
Sign Bottom,1519,31117,45400
Sign Top,1520,54518,62793
Sign Bottom,1521,20141,25896
Sign Top,1522,8270,47885
Sign Top,1523,115280,127264
Sign Bottom,1524,100774,105011
Sign Bottom,1525,48144,74395
Sign Bottom,1526,63201,71566
Sign Bottom,1527,18223,65083
Sign Bottom,1528,184592,205610
Sign Top,1529,69999,86001
Sign Top,1530,68400,87184
Sign Bottom,1531,72973,116284
Sign Bottom,1532,158798,177531
Sign Bottom,1533,125989,161019
Sign Top,1534,110444,119571
Sign Top,1535,75000,88991
Sign Top,1536,124000,130918
Sign Bottom,1537,137137,157633
Sign Top,1538,56213,61762
Sign Top,1539,118597,133552
Sign Bottom,1540,138000,140093
Sign Top,1541,90000,91312
Sign Top,1542,40155,79218
Sign Top,1543,48998,72053
Sign Bottom,1544,8864,55175
Sign Bottom,1545,11399,14209
Sign Bottom,1546,83262,92155
Sign Bottom,1547,119498,124931
Sign Bottom,1548,40535,48522
Sign Bottom,1549,93201,99164
Sign Bottom,1550,177399,193685
Sign Bottom,1551,48678,72686
Sign Bottom,1552,86806,122980
Sign Bottom,1553,134160,143344
Sign Bottom,1554,1463,7549
Sign Top,1555,69401,103067
Sign Top,1556,27727,70503
Sign Bottom,1557,2008,48372
Sign Bottom,1558,110800,157587
Sign Top,1559,66219,103656
Sign Bottom,1560,96636,110220
Sign Top,1561,5,3088
Sign Top,1562,75646,89940
Sign Bottom,1563,26223,65102
Sign Bottom,1564,15229,31826
Sign Bottom,1565,11871,43825
Sign Top,1566,777,8865
Sign Top,1567,12668,62516
Sign Top,1568,6,27612
Sign Bottom,1569,180600,205471
Sign Bottom,1570,7953,34294
Sign Top,1571,11502,42237
Sign Bottom,1572,162828,180246
Sign Bottom,1573,42930,80428
Sign Top,1574,14701,54497
Sign Bottom,1575,6991,50472
Sign Bottom,1576,108452,127128
Sign Bottom,1577,54948,104466
Sign Top,1578,31775,49929
Sign Bottom,1579,95651,120154
Sign Top,1580,913,43732
Sign Top,1581,100222,120240
Sign Top,1582,39661,60807
Sign Top,1583,72485,116512
Sign Top,1584,79250,102814
Sign Top,1585,72305,88500
Sign Top,1586,73716,107099
Sign Top,1587,57697,62646
Sign Top,1588,23385,58990
Sign Bottom,1589,8959,19316
Sign Bottom,1590,32981,65529
Sign Bottom,1591,28039,34433
Sign Bottom,1592,90289,109580
Sign Bottom,1593,35927,49042
Sign Bottom,1594,90030,101540
Sign Top,1595,23000,64866
Sign Bottom,1596,19900,31376
Sign Bottom,1597,94625,138526
